,value,metric,type
353,0.06515643160867582,fde,best_of
354,0.08695348689268971,fde,best_of
355,0.070827772425571,fde,best_of
356,0.10034842541992771,fde,best_of
357,0.07332317997594767,fde,best_of
358,0.01683860117962589,fde,best_of
359,0.009686389371939039,fde,best_of
360,0.032642900615212064,fde,best_of
361,0.0135151377368318,fde,best_of
362,0.021199560326299074,fde,best_of
363,0.052189564940475226,fde,best_of
364,0.17780502743123966,fde,best_of
365,0.016275272898711106,fde,best_of
366,0.05578381622070562,fde,best_of
367,0.008628109443388715,fde,best_of
368,0.09062235576823081,fde,best_of
369,0.5991990612460952,fde,best_of
370,0.5844886800876411,fde,best_of
371,0.03707340065419277,fde,best_of
372,0.02689420752681056,fde,best_of
373,0.09075042559304085,fde,best_of
374,0.3558793077392254,fde,best_of
375,0.7694392087354853,fde,best_of
376,0.12099867969710065,fde,best_of
377,0.006112435131197745,fde,best_of
378,0.038957161901224294,fde,best_of
379,0.11357417236672855,fde,best_of
380,0.3638938683360381,fde,best_of
381,0.07636052507824158,fde,best_of
382,0.030682794584821583,fde,best_of
383,0.08893869050541957,fde,best_of
384,0.610131621639544,fde,best_of
385,0.03834552003611167,fde,best_of
386,0.0235184829127529,fde,best_of
387,0.014036161546493878,fde,best_of
388,0.05932961160073252,fde,best_of
389,0.549067196443602,fde,best_of
390,0.25010268028600635,fde,best_of
391,0.0824301781408404,fde,best_of
392,0.027840393426473282,fde,best_of
393,0.08459264122664845,fde,best_of
394,0.20118560477353523,fde,best_of
395,0.14947438069967364,fde,best_of
396,0.015215790618281329,fde,best_of
397,0.020517729658891856,fde,best_of
398,0.09319361913897345,fde,best_of
399,0.5169349104229302,fde,best_of
400,0.8791542320163105,fde,best_of
401,0.027811169687515878,fde,best_of
402,0.0127074532754498,fde,best_of
403,0.020203982455148182,fde,best_of
404,0.027990349354979547,fde,best_of
405,0.01418021484014164,fde,best_of
406,0.05276947067524881,fde,best_of
407,0.06972291396974702,fde,best_of
408,1.9308891858350554,fde,best_of
409,0.011093238185601371,fde,best_of
410,0.10740086386986525,fde,best_of
411,0.030037456560863242,fde,best_of
412,2.0705327238926188,fde,best_of
413,0.004393407309371221,fde,best_of
414,0.031115356576497652,fde,best_of
415,0.03789640393633049,fde,best_of
416,2.767235587787027,fde,best_of
417,0.008640440182286666,fde,best_of
418,0.05261275125186962,fde,best_of
419,0.0588364075929884,fde,best_of
420,1.950548495774488,fde,best_of
421,0.006620341887177467,fde,best_of
422,0.03263230343017353,fde,best_of
423,0.013512125047996188,fde,best_of
424,0.010427253795644843,fde,best_of
425,0.0358324795513063,fde,best_of
426,0.019828506550023214,fde,best_of
427,0.01905146531469846,fde,best_of
428,0.01859135088863659,fde,best_of
429,0.07093227359403607,fde,best_of
430,2.464717515112377,fde,best_of
431,0.014611842390522468,fde,best_of
432,0.00714191399690202,fde,best_of
433,0.04178725996602889,fde,best_of
434,2.6957744540351154,fde,best_of
435,0.00505873331157038,fde,best_of
436,0.08045409632751434,fde,best_of
437,0.1027705882480052,fde,best_of
438,2.2564101547857716,fde,best_of
439,0.02137157442902722,fde,best_of
440,0.06112971932338602,fde,best_of
441,0.02136339357837005,fde,best_of
442,1.315426526420448,fde,best_of
443,0.026196173221417415,fde,best_of
444,0.14838987336656537,fde,best_of
445,0.022031546394538044,fde,best_of
446,1.8904829036836914,fde,best_of
447,0.009907195960413197,fde,best_of
448,0.07880377841772859,fde,best_of
449,1.4260504437435226,fde,best_of
450,0.006899979134183926,fde,best_of
451,0.10069489313889397,fde,best_of
452,0.13900520284721388,fde,best_of
453,0.007820156303464493,fde,best_of
454,0.05735266932492547,fde,best_of
455,0.126497943627527,fde,best_of
456,0.012265348823351402,fde,best_of
457,0.03778248719682558,fde,best_of
458,0.09128280326493954,fde,best_of
459,0.011217262606735676,fde,best_of
460,0.03501052872867623,fde,best_of
461,0.014660249696920586,fde,best_of
462,0.05648392803318438,fde,best_of
463,0.011318145521387657,fde,best_of
464,0.04174359187201766,fde,best_of
465,0.021422219701492523,fde,best_of
466,0.0866489133815756,fde,best_of
467,0.008508618119078219,fde,best_of
468,0.04761110457527349,fde,best_of
469,0.02734630679125437,fde,best_of
470,0.07681698864239848,fde,best_of
471,0.01465979313960201,fde,best_of
472,0.03530598596767899,fde,best_of
473,0.7428525593810701,fde,best_of
474,0.33117907487931747,fde,best_of
475,0.13596313659863368,fde,best_of
476,1.1760773469951478,fde,best_of
477,0.0913433170600913,fde,best_of
478,0.2614427208491967,fde,best_of
479,0.02809379334663794,fde,best_of
480,0.001857845976132847,fde,best_of
481,0.030592151911053255,fde,best_of
482,0.09099879189754724,fde,best_of
483,1.2784208975124547,fde,best_of
484,0.46860743587583736,fde,best_of
485,0.013263726504484492,fde,best_of
486,0.651235377053289,fde,best_of
487,0.6087127594941771,fde,best_of
488,0.05584218613717853,fde,best_of
489,0.01586876403476242,fde,best_of
490,1.1426860516346156,fde,best_of
491,0.3996784541940321,fde,best_of
492,0.12548452121109213,fde,best_of
493,0.35729723511518524,fde,best_of
494,0.0160966240270044,fde,best_of
495,0.03221021651410095,fde,best_of
496,0.016837977654720632,fde,best_of
497,0.07016392298240313,fde,best_of
498,0.016127496391538577,fde,best_of
499,0.05272324989493751,fde,best_of
500,0.019397174731899842,fde,best_of
501,0.15566032029203064,fde,best_of
502,1.2320560888339347,fde,best_of
503,0.08267650149396516,fde,best_of
504,0.0359575099918106,fde,best_of
505,0.0180523987655038,fde,best_of
506,0.08077099751137398,fde,best_of
507,0.019100929579521437,fde,best_of
508,0.19459968738446046,fde,best_of
509,0.008922885886959603,fde,best_of
510,0.03626345904474474,fde,best_of
511,0.6556317356591708,fde,best_of
512,0.9952344458648834,fde,best_of
513,1.2244871167640516,fde,best_of
514,0.012163418616526802,fde,best_of
515,0.05170377336708247,fde,best_of
516,0.8006645072841208,fde,best_of
517,1.4024418098643299,fde,best_of
518,0.08713912021452642,fde,best_of
519,0.014889225446775501,fde,best_of
520,0.03879376195644746,fde,best_of
521,0.5701244298558442,fde,best_of
522,0.9081909869381346,fde,best_of
523,0.6155223081318517,fde,best_of
524,0.009353343476206378,fde,best_of
525,0.03298849318739302,fde,best_of
526,0.2207913951709304,fde,best_of
527,0.03622341723356212,fde,best_of
528,0.02947079781032055,fde,best_of
529,0.16177045284575295,fde,best_of
530,0.003914673400467489,fde,best_of
531,0.1187413489173917,fde,best_of
532,0.10073085797389268,fde,best_of
533,0.7465399354347321,fde,best_of
534,0.743985784065715,fde,best_of
535,0.015876926370828656,fde,best_of
536,0.011150512650488095,fde,best_of
537,0.3452496390381308,fde,best_of
538,0.27089740436508203,fde,best_of
539,1.2009053124082985,fde,best_of
540,0.010287786243926709,fde,best_of
541,0.04073110646655737,fde,best_of
542,0.3411171101982192,fde,best_of
543,0.0280665742018155,fde,best_of
544,0.5275285727078483,fde,best_of
545,0.021397439976647534,fde,best_of
546,0.043502591334838484,fde,best_of
547,0.1457442115777777,fde,best_of
548,0.11454938017138752,fde,best_of
549,0.014670882169775528,fde,best_of
550,0.010573924521134443,fde,best_of
551,0.25643598812709056,fde,best_of
552,0.1259509747104295,fde,best_of
553,1.0983299987773134,fde,best_of
554,0.01722972043275531,fde,best_of
555,0.06836131006495913,fde,best_of
556,1.7345050576352525,fde,best_of
557,0.007423420147549758,fde,best_of
558,0.10023353927596455,fde,best_of
559,0.5010836375308323,fde,best_of
560,0.08146161456841756,fde,best_of
561,0.02080688336053657,fde,best_of
562,0.10338563431026024,fde,best_of
563,0.637642673924528,fde,best_of
564,0.04543971034588763,fde,best_of
565,0.010462215089407024,fde,best_of
566,0.09719536026958539,fde,best_of
567,0.6474970075779464,fde,best_of
568,0.0418974017479851,fde,best_of
569,0.01380317371505232,fde,best_of
570,0.013744205396116245,fde,best_of
571,1.0633140288423715,fde,best_of
572,0.017813369522308872,fde,best_of
573,0.006209051603607719,fde,best_of
574,0.010695780141471087,fde,best_of
575,0.7081773932341389,fde,best_of
576,0.022786969133319207,fde,best_of
577,0.014116382993656354,fde,best_of
578,0.006431219455057379,fde,best_of
579,0.013062375961597632,fde,best_of
580,1.1318894454834036,fde,best_of
581,0.0014695526563195118,fde,best_of
582,0.04458796796591198,fde,best_of
583,0.011588711844637787,fde,best_of
584,0.004433052001132076,fde,best_of
585,0.03231261641022056,fde,best_of
586,0.030313964542421162,fde,best_of
587,0.013733529908435037,fde,best_of
588,0.06508610466758417,fde,best_of
589,0.023609667590857652,fde,best_of
590,0.010991703415019335,fde,best_of
591,0.06337048619895418,fde,best_of
592,0.02224936985118098,fde,best_of
593,0.03372953834791866,fde,best_of
594,0.027833877923566813,fde,best_of
595,0.040393656850900496,fde,best_of
596,0.021897155605576448,fde,best_of
597,0.006991583901692215,fde,best_of
598,0.052043571149821256,fde,best_of
599,0.011629698468076441,fde,best_of
600,0.00791201930819086,fde,best_of
601,0.025349451594698095,fde,best_of
602,0.011123772356610601,fde,best_of
603,0.019610301522618362,fde,best_of
604,0.015328739381430711,fde,best_of
605,0.02034573855399782,fde,best_of
606,0.021152069984837752,fde,best_of
607,0.0072236406751664435,fde,best_of
608,0.06447712745412461,fde,best_of
609,0.015876429337638553,fde,best_of
610,0.046316222430177606,fde,best_of
611,0.025487119533927002,fde,best_of
612,0.10010316034693348,fde,best_of
613,0.02721821184818192,fde,best_of
614,0.008926557160670723,fde,best_of
615,0.13774418331603838,fde,best_of
616,0.43528216964553007,fde,best_of
617,1.3127868449388653,fde,best_of
618,0.5339442413728663,fde,best_of
619,0.8771640868823741,fde,best_of
620,0.6885209176937954,fde,best_of
621,1.026620601444557,fde,best_of
622,0.43697316470397,fde,best_of
623,0.2087734376057269,fde,best_of
624,0.4484208368140153,fde,best_of
625,1.008989653702814,fde,best_of
626,0.42068760013088635,fde,best_of
627,1.0006093479985363,fde,best_of
628,2.51812159082664,fde,best_of
629,0.33886131459682584,fde,best_of
630,1.2234294821844947,fde,best_of
631,0.5123108333690906,fde,best_of
632,0.6372403093796781,fde,best_of
633,0.8698170109734531,fde,best_of
634,0.6021805097761292,fde,best_of
635,1.198917546005736,fde,best_of
636,0.6277182898451874,fde,best_of
637,0.9045414749375019,fde,best_of
638,0.2063430530798176,fde,best_of
639,0.7137173137670971,fde,best_of
640,0.6635928076694644,fde,best_of
641,0.7221293729203825,fde,best_of
642,0.813046062797942,fde,best_of
643,0.16780151864076612,fde,best_of
644,1.0634777410416456,fde,best_of
645,1.409935172734494,fde,best_of
646,1.619389154534181,fde,best_of
647,0.5878206058879892,fde,best_of
648,1.5829516992337904,fde,best_of
649,0.5907654862471939,fde,best_of
650,0.3513914957590243,fde,best_of
651,0.03683804715216615,fde,best_of
652,0.5496576754849979,fde,best_of
653,0.30412539291063156,fde,best_of
654,0.7195937137394897,fde,best_of
655,0.019290356029638762,fde,best_of
656,0.3972768123300784,fde,best_of
657,0.6294243649432595,fde,best_of
658,0.3965567572746355,fde,best_of
659,0.024949888842674746,fde,best_of
660,0.3234552553111961,fde,best_of
661,0.47826001005224617,fde,best_of
662,0.0926446371696631,fde,best_of
663,0.051402917189260565,fde,best_of
664,1.4039581642857417,fde,best_of
665,0.467499545267872,fde,best_of
666,0.425508175256494,fde,best_of
667,0.028278765402992463,fde,best_of
668,0.2776224203165166,fde,best_of
669,2.584626747741946,fde,best_of
670,1.5748791319973372,fde,best_of
671,0.022568465874623193,fde,best_of
672,0.4815367158189521,fde,best_of
673,1.247410056157905,fde,best_of
674,0.22172496573538347,fde,best_of
675,0.013595861046042233,fde,best_of
676,1.924418664046968,fde,best_of
677,2.4805015854666723,fde,best_of
678,0.03444242705962642,fde,best_of
679,1.803044498431253,fde,best_of
680,0.549767597055281,fde,best_of
681,1.7801482403337698,fde,best_of
682,0.07870356240086361,fde,best_of
683,1.3784632668086072,fde,best_of
684,0.378702051982411,fde,best_of
685,0.09200951925704728,fde,best_of
686,0.46286422487214207,fde,best_of
687,1.298597283826823,fde,best_of
688,1.4961262819574495,fde,best_of
689,0.5620823323221007,fde,best_of
690,2.2923753528429636,fde,best_of
691,0.9339406284516368,fde,best_of
692,0.5985190018079932,fde,best_of
693,0.31577122221550596,fde,best_of
694,1.057996799915423,fde,best_of
695,2.2555674863474473,fde,best_of
696,0.6544769444580643,fde,best_of
697,0.6780408780666377,fde,best_of
698,0.21976375480536559,fde,best_of
699,0.3231082776122712,fde,best_of
700,1.4516384485611291,fde,best_of
701,0.5200741585430062,fde,best_of
702,0.27419818679821634,fde,best_of
703,0.34820675911002785,fde,best_of
704,2.351258754056556,fde,best_of
705,3.411386905073789,fde,best_of
706,1.5679703267812664,fde,best_of
707,1.9304685467865437,fde,best_of
708,0.7790415183654443,fde,best_of
709,2.5082170879230166,fde,best_of
710,1.0889630673144504,fde,best_of
711,2.372515197755614,fde,best_of
712,2.9404841918894404,fde,best_of
713,2.430214686594361,fde,best_of
714,2.5235388451534,fde,best_of
715,1.3749662737004051,fde,best_of
716,1.6148155129693647,fde,best_of
717,0.23347671696530914,fde,best_of
718,2.271054900228174,fde,best_of
719,0.9652929710965121,fde,best_of
720,1.3618944783411866,fde,best_of
721,1.218891977563007,fde,best_of
722,1.9048086701487226,fde,best_of
723,1.0417722237124072,fde,best_of
724,0.32197039547835193,fde,best_of
725,0.6616903896623018,fde,best_of
726,2.2047048577929456,fde,best_of
727,0.5527117989238632,fde,best_of
728,0.5958423939933245,fde,best_of
729,1.983348558884861,fde,best_of
730,0.18479514029297125,fde,best_of
731,1.4964906905202717,fde,best_of
732,1.224407834969854,fde,best_of
733,1.5852513125761003,fde,best_of
734,0.4050672041841794,fde,best_of
735,0.4039635395727578,fde,best_of
736,0.28367392258539553,fde,best_of
737,0.05765109580074382,fde,best_of
738,0.8543331842280508,fde,best_of
739,0.4227896482927532,fde,best_of
740,0.6526946023229248,fde,best_of
741,0.2443659257719951,fde,best_of
742,0.9477712149530225,fde,best_of
743,0.362446836115204,fde,best_of
744,0.3456188311916274,fde,best_of
745,0.5994773149037191,fde,best_of
746,0.21394499629468586,fde,best_of
747,1.0609134977066759,fde,best_of
748,0.5485235794176233,fde,best_of
749,0.22753922473684662,fde,best_of
750,0.004433021864430494,fde,best_of
751,1.2726573908455885,fde,best_of
752,0.11011669932875576,fde,best_of
753,0.6075653988977383,fde,best_of
754,0.6097577892105789,fde,best_of
755,1.6032727061839402,fde,best_of
756,0.9655125820401541,fde,best_of
757,0.424054011253194,fde,best_of
758,0.3707714630762742,fde,best_of
759,0.1987667406498483,fde,best_of
760,0.1519876364916749,fde,best_of
761,0.3165050566884663,fde,best_of
762,0.19888000780916826,fde,best_of
763,0.38177658013958515,fde,best_of
764,0.2669868807476573,fde,best_of
765,0.03650023168410915,fde,best_of
766,0.10166647578690634,fde,best_of
767,0.08187780195735449,fde,best_of
768,0.29950069595161133,fde,best_of
769,0.03246648540419077,fde,best_of
770,0.043876537940604726,fde,best_of
771,0.8760982616986493,fde,best_of
772,0.08462136675819767,fde,best_of
773,0.052109796316430465,fde,best_of
774,0.06365739053420436,fde,best_of
775,0.12214480899206093,fde,best_of
776,0.020448712767697576,fde,best_of
777,0.018734497263316226,fde,best_of
778,0.07530286872995608,fde,best_of
